"baumnummer,C,20","hochwert,N,19,11","rechtswert,N,19,11","ga_lang,C,80","GEBIET,C,80","STRASSE,C,100"
" 2140",6071728.22149,3526213.63488,"Tilia x vulgaris, Holländische Linde","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 2150",6071735.89442,3526221.17552,"Betula pendula, Sand-Birke","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 2160",6071742.7736,3526227.52554,"Betula pendula 'Tristis', Hängebirke","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 2180",6071734.83609,3526251.0735,"Laburnum anagyroides, Gemeiner Goldregen","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 2190",6071731.13191,3526242.8714,"Laburnum anagyroides, Gemeiner Goldregen","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 2220",6071729.27983,3526224.08595,"Sorbus aucuparia, Gemeine Eberesche","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 2260",6071724.51732,3526245.78182,"Laburnum anagyroides, Gemeiner Goldregen","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 2270",6071727.95691,3526254.11622,"Laburnum anagyroides, Gemeiner Goldregen","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 2280",6071724.25273,3526256.10059,"Acer pseudoplatanus, Berg-Ahorn","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 2290",6071715.25688,3526259.54018,"Acer pseudoplatanus, Berg-Ahorn","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 2300",6071727.03086,3526248.42766,"Betula pendula, Sand-Birke","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 2310",6071713.2725,3526251.20579,"Betula pendula, Sand-Birke","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 2320",6071703.74748,3526224.08595,"Prunus serrulata 'Kanzan', Japanische Zierkirsche","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 2330",6071704.01207,3526233.74326,"Prunus serrulata 'Kanzan', Japanische Zierkirsche","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 2340",6071704.40894,3526244.19432,"Prunus serrulata 'Kanzan', Japanische Zierkirsche","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 2360",6071704.54124,3526263.90582,"Prunus serrulata 'Kanzan', Japanische Zierkirsche","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 2370",6071698.72039,3526263.90582,"Prunus avium, Vogel-Kirsche","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 2380",6071698.5881,3526244.32661,"Prunus serrulata 'Kanzan', Japanische Zierkirsche","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 2390",6071698.32351,3526234.14013,"Prunus serrulata 'Kanzan', Japanische Zierkirsche","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 2420",6071693.29642,3526251.73496,"Acer platanoides 'Faassen's Black', Schwarzblättriger-Ahorn","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 2430",6071688.26933,3526249.88287,"Betula pendula, Sand-Birke","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 2440",6071683.37453,3526248.03079,"Acer platanoides 'Faassen's Black', Schwarzblättriger-Ahorn","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 2460",6071677.81827,3526245.78182,"Acer platanoides, Spitz-Ahorn","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 2470",6071680.86098,3526237.44743,"Acer platanoides, Spitz-Ahorn","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 2500",6071679.93494,3526217.86823,"Acer platanoides, Spitz-Ahorn","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 2510",6071677.95056,3526226.99637,"Acer platanoides, Spitz-Ahorn","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 2530",6071671.73284,3526243.92974,"Acer platanoides, Spitz-Ahorn","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 2540",6071658.37135,3526248.82454,"Acer platanoides, Spitz-Ahorn","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 2550",6071667.10262,3526242.20994,"Betula pendula 'Tristis', Hängebirke","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 2570",6071654.13801,3526237.9766,"Betula pendula 'Tristis', Hängebirke","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 2580",6071671.33596,3526214.03176,"Betula pendula 'Tristis', Hängebirke","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 2590",6071676.75993,3526205.03591,"Carpinus betulus 'Fastigiata', Säulenhainbuche","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 2600",6071666.83803,3526208.74008,"Betula pendula, Sand-Birke","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 2610",6071659.03281,3526216.01614,"Acer platanoides, Spitz-Ahorn","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 2620",6071652.28592,3526223.82136,"Betula pendula, Sand-Birke","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 2630",6071649.24321,3526215.48697,"Betula pendula, Sand-Birke","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 2650",6071639.18902,3526238.63806,"Sorbus intermedia, Schwedische Mehlbeere","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 2660",6071632.44213,3526223.95365,"Betula pendula 'Tristis', Hängebirke","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 2690",6071655.8578,3526205.82966,"Carpinus betulus 'Fastigiata', Säulenhainbuche","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 2700",6071645.93591,3526210.45988,"Carpinus betulus 'Fastigiata', Säulenhainbuche","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 2710",6071638.79215,3526212.84113,"Carpinus betulus 'Fastigiata', Säulenhainbuche","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 2730",6071624.37233,3526219.32344,"Carpinus betulus 'Fastigiata', Säulenhainbuche","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 2740",6071618.81606,3526221.83698,"Carpinus betulus 'Fastigiata', Säulenhainbuche","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 2760",6071609.15875,3526226.73179,"Carpinus betulus 'Fastigiata', Säulenhainbuche","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 2780",6071603.20562,3526229.50992,"Carpinus betulus 'Fastigiata', Säulenhainbuche","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 2800",6071596.8556,3526230.96513,"Liriodendron tulipifera, Tulpenbaum","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 2810",6071588.25663,3526234.80159,"Liriodendron tulipifera, Tulpenbaum","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 2830",6071582.1712,3526237.9766,"Carpinus betulus 'Fastigiata', Säulenhainbuche","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 2850",6071575.29202,3526240.75473,"Carpinus betulus 'Fastigiata', Säulenhainbuche","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 2870",6071569.0743,3526243.53286,"Carpinus betulus 'Fastigiata', Säulenhainbuche","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 2890",6071558.75553,3526247.50162,"Carpinus betulus 'Fastigiata', Säulenhainbuche","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 2910",6071549.49509,3526251.20579,"Carpinus betulus 'Fastigiata', Säulenhainbuche","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 2930",6071543.93883,3526253.32246,"Carpinus betulus 'Fastigiata', Säulenhainbuche","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 2950",6071540.23466,3526239.96098,"Carpinus betulus 'Fastigiata', Säulenhainbuche","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 2960",6071545.79092,3526237.71202,"Carpinus betulus 'Fastigiata', Säulenhainbuche","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 2970",6071551.21489,3526235.99222,"Carpinus betulus 'Fastigiata', Säulenhainbuche","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 2980",6071556.63886,3526234.27243,"Carpinus betulus 'Fastigiata', Säulenhainbuche","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 2990",6071564.84096,3526229.7745,"Carpinus betulus 'Fastigiata', Säulenhainbuche","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 3010",6071572.3816,3526227.26095,"Carpinus betulus 'Fastigiata', Säulenhainbuche","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 3030",6071577.93786,3526225.01199,"Carpinus betulus 'Fastigiata', Säulenhainbuche","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 3050",6071582.96495,3526223.1599,"Carpinus betulus 'Fastigiata', Säulenhainbuche","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 3070",6071588.7858,3526220.64636,"Carpinus betulus 'Fastigiata', Säulenhainbuche","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 3090",6071593.28372,3526218.52969,"Carpinus betulus 'Fastigiata', Säulenhainbuche","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 3100",6071600.1629,3526215.48697,"Carpinus betulus 'Fastigiata', Säulenhainbuche","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 3120",6071605.19,3526213.76718,"Carpinus betulus 'Fastigiata', Säulenhainbuche","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 3130",6071612.99522,3526209.26925,"Carpinus betulus 'Fastigiata', Säulenhainbuche","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 3150",6071619.34523,3526207.15258,"Carpinus betulus 'Fastigiata', Säulenhainbuche","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 3170",6071624.7692,3526204.63903,"Carpinus betulus 'Fastigiata', Säulenhainbuche","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 3180",6071634.42651,3526200.80257,"Carpinus betulus 'Fastigiata', Säulenhainbuche","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 3200",6071639.45361,3526198.02444,"Carpinus betulus 'Fastigiata', Säulenhainbuche","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 3210",6071644.34841,3526195.11401,"Carpinus betulus 'Fastigiata', Säulenhainbuche","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 3220",6071649.11092,3526193.26193,"Carpinus betulus 'Fastigiata', Säulenhainbuche","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 3230",6071687.74016,3526190.61609,"Quercus robur 'Fastigiata', Pyramiden-Eiche","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 3250",6071688.13704,3526167.72958,"Quercus robur 'Fastigiata', Pyramiden-Eiche","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 3260",6071703.08602,3526162.43791,"Quercus robur 'Fastigiata', Pyramiden-Eiche","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 3270",6071713.53709,3526168.52334,"Quercus robur 'Fastigiata', Pyramiden-Eiche","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 3320",6071677.95056,3526151.32538,"Fagus sylvatica 'Purpurea', Blutbuche","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 3330",6071679.00889,3526146.82746,"Carpinus betulus, Gemeine Hainbuche","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 3350",6071656.78385,3526128.30659,"Fagus sylvatica, Rotbuche","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 3360",6071663.53074,3526125.39617,"Fagus sylvatica, Rotbuche","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 3400",6071648.44946,3526120.89824,"Carpinus betulus, Gemeine Hainbuche","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 3410",6071642.36403,3526109.52113,"Tilia cordata 'Greenspire', Sorte der Winter-Linde","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 3440",6071637.20464,3526083.45962,"Tilia cordata, Winter-Linde","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 3460",6071640.64423,3526054.3554,"Tilia cordata, Winter-Linde","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 3470",6071646.20049,3526047.47622,"Tilia cordata, Winter-Linde","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 3480",6071650.56613,3526042.846,"Tilia cordata, Winter-Linde","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 3490",6071653.87343,3526037.42203,"Tilia cordata, Winter-Linde","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 3500",6071658.35979,3526031.27082,"Tilia cordata, Winter-Linde","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 3510",6071669.20773,3526022.67184,"Tilia cordata, Winter-Linde","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 3520",6071676.48378,3526020.29059,"Tilia cordata, Winter-Linde","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 3540",6071690.77131,3526013.80828,"Tilia cordata, Winter-Linde","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 3550",6071696.85674,3526011.03015,"Tilia cordata, Winter-Linde","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 3560",6071704.79426,3526008.25202,"Tilia cordata, Winter-Linde","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 3590",6071732.44327,3525996.21346,"Tilia cordata, Winter-Linde","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 3600",6071740.1162,3525992.90616,"Tilia cordata, Winter-Linde","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 3610",6071680.63775,3526023.30684,"Acer campestre, Feld-Ahorn","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 3700",6071675.02857,3525998.85929,"Tilia cordata, Winter-Linde","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 3710",6071668.25523,3526001.7168,"Tilia cordata, Winter-Linde","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 3720",6071661.79938,3526005.10347,"Tilia cordata, Winter-Linde","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 3730",6071654.70853,3526007.85515,"Tilia cordata, Winter-Linde","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 3740",6071647.12039,3526007.32926,"Tilia cordata, Winter-Linde","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 3750",6071639.89184,3526004.46847,"Tilia cordata, Winter-Linde","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 3770",6071626.23931,3526004.36264,"Tilia cordata, Winter-Linde","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 3780",6071619.5718,3525999.70596,"Tilia cordata, Winter-Linde","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 3790",6071614.17428,3525995.15512,"Tilia cordata, Winter-Linde","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 3800",6071608.35344,3525989.65178,"Tilia cordata, Winter-Linde","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 3810",6071602.63843,3525984.14843,"Tilia cordata, Winter-Linde","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 3820",6071597.66425,3525978.53925,"Tilia cordata, Winter-Linde","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 3830",6071593.64258,3525972.40091,"Tilia cordata, Winter-Linde","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 3840",6071589.3034,3525966.0509,"Tilia cordata, Winter-Linde","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 3850",6071586.02256,3525960.01838,"Tilia cordata, Winter-Linde","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 3870",6071576.49754,3525939.48668,"Tilia cordata, Winter-Linde","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 3890",6071569.88295,3525923.77039,"Tilia cordata, Winter-Linde","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 3900",6071564.85585,3525911.73183,"Tilia cordata, Winter-Linde","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 3910",6071557.4475,3525897.70888,"Tilia cordata, Winter-Linde","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 3920",6071552.02354,3525884.21511,"Tilia cordata, Winter-Linde","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 3930",6071546.32305,3525870.60735,"Tilia cordata, Winter-Linde","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 3950",6071534.1522,3525843.09063,"Tilia cordata, Winter-Linde","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 3970",6071520.65842,3525817.55829,"Tilia cordata 'Greenspire', Sorte der Winter-Linde","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 3980",6071510.47194,3525804.99055,"Tilia cordata 'Greenspire', Sorte der Winter-Linde","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 3990",6071496.449,3525795.86241,"Tilia cordata 'Greenspire', Sorte der Winter-Linde","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 4000",6071481.76459,3525790.70302,"Tilia cordata 'Greenspire', Sorte der Winter-Linde","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 4010",6071465.62498,3525790.17386,"Tilia cordata 'Greenspire', Sorte der Winter-Linde","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 4040",6071463.5083,3525807.37181,"Tilia cordata 'Greenspire', Sorte der Winter-Linde","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 4070",6071503.72505,3525821.39475,"Tilia cordata 'Greenspire', Sorte der Winter-Linde","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 4080",6071513.25007,3525835.94686,"Tilia cordata, Winter-Linde","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 4100",6071524.62718,3525863.99275,"Tilia cordata, Winter-Linde","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 4110",6071531.37407,3525877.18887,"Tilia cordata, Winter-Linde","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 4120",6071536.93033,3525890.98031,"Tilia cordata, Winter-Linde","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 4130",6071543.14805,3525904.87096,"Tilia cordata, Winter-Linde","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 4140",6071549.36577,3525918.76161,"Tilia cordata, Winter-Linde","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 4150",6071554.65745,3525931.59393,"Tilia cordata, Winter-Linde","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 4180",6071574.36894,3525973.0013,"Tilia cordata, Winter-Linde","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 4220",6071612.86589,3526019.30348,"Tilia cordata, Winter-Linde","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 4230",6071646.57388,3525960.14253,"Prunus serrulata 'Kanzan', Japanische Zierkirsche","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 4240",6071638.95386,3525962.82806,"Prunus serrulata 'Kanzan', Japanische Zierkirsche","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 4250",6071632.28635,3525965.52681,"Prunus serrulata 'Kanzan', Japanische Zierkirsche","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 4260",6071624.66634,3525966.79681,"Betula pendula 'Tristis', Hängebirke","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 4300",6071648.00263,3525949.5724,"Fagus sylvatica, Rotbuche","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 4320",6071614.18375,3525943.92994,"Betula pendula, Sand-Birke","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 4330",6071645.14006,3525932.18241,"Betula pendula, Sand-Birke","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 4340",6071638.79005,3525916.94238,"Betula pendula 'Tristis', Hängebirke","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 4370",6071627.80982,3525891.27775,"Betula pendula, Sand-Birke","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 4380",6071624.50252,3525882.81107,"Betula pendula, Sand-Birke","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 4390",6071620.26918,3525874.74126,"Betula pendula, Sand-Birke","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 4400",6071613.12542,3525856.48497,"Betula pendula, Sand-Birke","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 4410",6071610.0827,3525848.54746,"Betula pendula 'Tristis', Hängebirke","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 4420",6071605.32019,3525839.02244,"Betula pendula, Sand-Birke","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 4430",6071602.01289,3525830.68804,"Betula pendula, Sand-Birke","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 4450",6071591.20996,3525804.91747,"Betula pendula, Sand-Birke","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 4480",6071600.68997,3525805.1557,"Betula pendula, Sand-Birke","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 4490",6071600.86727,3525809.94456,"Betula pendula, Sand-Birke","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
" 4520",6071610.21499,3525828.70367,"Betula pendula, Sand-Birke","Flensburger Friedhöfe AöR","Friedenshügel (O1515011)"
